,image_name,image_page,image_url
0,mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,https://coralnet.ucsd.edu/image/2856289/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/vduzkddlu5.jpg?Signature=MTCzjNKflPH8Ffp0D2ICN%2BqeheQ%3D&Expires=1681154760&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
1,mcr_lter1_fringingreef_pole1-2_qu2_20080415.jpg,https://coralnet.ucsd.edu/image/2856284/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/zgh4e3jz0g.jpg?Signature=wqKsoDjscxXbVWnbM2O3RY0qh24%3D&Expires=1681154761&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
2,mcr_lter1_fringingreef_pole1-2_qu3_20080415.jpg,https://coralnet.ucsd.edu/image/2856279/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/zl7fcx8epq.jpg?Signature=BU7UmHJz02D%2FfESuickAhXT%2FnR0%3D&Expires=1681154761&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
3,mcr_lter1_fringingreef_pole1-2_qu4_20080415.jpg,https://coralnet.ucsd.edu/image/2856274/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/56ttijkjoa.jpg?Signature=hg05VKQMIdN%2FhbKKJkWczqtmB8c%3D&Expires=1681154761&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
4,mcr_lter1_fringingreef_pole1-2_qu5_20080415.jpg,https://coralnet.ucsd.edu/image/2856272/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/ia7nxc6r9q.jpg?Signature=aGPDGTB4H0qLrh7bjD24k3WeZrY%3D&Expires=1681154761&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
5,mcr_lter1_fringingreef_pole1-2_qu6_20080415.jpg,https://coralnet.ucsd.edu/image/2856269/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/rgefeqx3d4.jpg?Signature=Ghi8CaOTiKAoxbrocw7yHg7%2FMS4%3D&Expires=1681154761&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
6,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,https://coralnet.ucsd.edu/image/2856266/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/5al6tqyk63.jpg?Signature=kWfOXAelNM1PeqBuoRJLAPL%2BaEw%3D&Expires=1681154762&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
7,mcr_lter1_fringingreef_pole1-2_qu8_20080415.jpg,https://coralnet.ucsd.edu/image/2856263/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/8nkesrvlsj.jpg?Signature=hm7XWVKdxxEKq%2FemFe6qW8ihECU%3D&Expires=1681154762&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
8,mcr_lter1_fringingreef_pole2-3_qu1_20080415.jpg,https://coralnet.ucsd.edu/image/2856260/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/cydh1mm7ox.jpg?Signature=cZURbKaiydCP345sxCcTOtN8wAE%3D&Expires=1681154762&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
9,mcr_lter1_fringingreef_pole2-3_qu2_20080415.jpg,https://coralnet.ucsd.edu/image/2856257/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/yila3z4pxk.jpg?Signature=eSWJUWG7lSb5e%2BDyZRSfKPtL%2BcY%3D&Expires=1681154763&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
10,mcr_lter1_fringingreef_pole2-3_qu3_20080415.jpg,https://coralnet.ucsd.edu/image/2856253/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/u9h4mdyem6.jpg?Signature=55F0gJFxEEsrCWUO5hZxgSdBWus%3D&Expires=1681154763&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
11,mcr_lter1_fringingreef_pole2-3_qu4_20080415.jpg,https://coralnet.ucsd.edu/image/2856248/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/sikfuc3tjc.jpg?Signature=A4AdFiQFc1DO7F24g4qPziUWlf0%3D&Expires=1681154763&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
12,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,https://coralnet.ucsd.edu/image/2856242/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/235oinvkb3.jpg?Signature=Su0nHzI53Ln8hiGEBMqLv%2BeHH08%3D&Expires=1681154763&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
13,mcr_lter1_fringingreef_pole2-3_qu6_20080415.jpg,https://coralnet.ucsd.edu/image/2856235/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/id4egiksy2.jpg?Signature=LNWtk3ieY%2Bh6kNNZf3ZL%2BBzPkCk%3D&Expires=1681154763&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
14,mcr_lter1_fringingreef_pole2-3_qu7_20080415.jpg,https://coralnet.ucsd.edu/image/2856230/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/dvuhv7nga5.jpg?Signature=PVXcQYj7j9zmiPgDtWj375NpXio%3D&Expires=1681154764&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
15,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,https://coralnet.ucsd.edu/image/2856223/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/99nvvvz8mq.jpg?Signature=zZhgXSmFv4keHKniLpPozT7V7YQ%3D&Expires=1681154764&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
16,mcr_lter1_fringingreef_pole3-4_qu1_20080415.jpg,https://coralnet.ucsd.edu/image/2856217/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/fcrp6va7rj.jpg?Signature=Je5H4JnEpEcXvzbByUOmZyZL3xU%3D&Expires=1681154764&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
17,mcr_lter1_fringingreef_pole3-4_qu2_20080415.jpg,https://coralnet.ucsd.edu/image/2856212/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/pm1d08ph0w.jpg?Signature=LAfuw7QMg9K6BT%2FGeFhydysYO1o%3D&Expires=1681154764&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
18,mcr_lter1_fringingreef_pole3-4_qu3_20080415.jpg,https://coralnet.ucsd.edu/image/2856207/view/,https://coralnet-production.s3.amazonaws.com:443/media/images/hbz330ey2r.jpg?Signature=BJs8oS5MPmhBaCBuKJA2IUHh8UM%3D&Expires=1681154764&AWSAccessKeyId=AKIAYVKEQ3B4DIOYONO3
