,Column,Row,Label,Name,Width,Height,File_Path
0,4293,1380,Halimeda,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
1,4772,2408,Turf,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
2,4554,3055,Turf,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
3,3679,2379,Turf,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
4,2543,2324,Lobophra,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
5,2853,3222,Turf,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
6,1517,3014,Sinular,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
7,760,2895,Turf,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
8,111,2506,Review,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
9,92,3021,Turf,DSC_3474.JPG,4928,3264,/data/libr/Raw Images/Palmyra/Palmyra_2018-10/PAL_2018_FR14_2018-10-21/55mm/281D7000/DSC_3474.JPG
