,Name,Date,Aux1,Aux2,Aux3,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
3000,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1652,1316,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3001,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1061,1134,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3002,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,769,1414,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3003,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1134,139,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3004,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1728,641,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3005,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1312,1341,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3006,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1247,739,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3007,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1580,270,Macro,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3008,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,416,463,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3009,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1126,449,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3010,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1717,571,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3011,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,434,333,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3012,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,487,603,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3013,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,761,513,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3014,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,626,1132,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3015,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1440,1475,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3016,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1518,1001,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3017,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1088,1414,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3018,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1245,721,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3019,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1186,312,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3020,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1805,1298,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3021,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,233,1044,Macro,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3022,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1026,911,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3023,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,283,1223,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3024,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,566,623,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3025,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1788,757,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3026,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,975,237,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3027,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1040,1382,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3028,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1823,781,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3029,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1360,771,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3030,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1573,1303,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3031,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1211,1547,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3032,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,377,1456,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3033,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1375,882,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3034,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,728,1044,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3035,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1590,1430,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3036,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,902,920,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3037,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1315,930,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3038,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,385,1681,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3039,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1087,1142,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3040,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1062,1794,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3041,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,509,685,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3042,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,412,276,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3043,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,555,195,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3044,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1339,896,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3045,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,645,1184,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3046,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,785,1348,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3047,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,665,1388,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3048,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,913,1551,Turf,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3049,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,432,873,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3050,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1447,1012,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3051,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,158,633,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3052,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,871,1486,Turf,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3053,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1244,1802,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3054,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1087,1220,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3055,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1773,1815,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3056,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1431,158,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3057,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,999,279,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3058,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1619,221,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3059,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1321,1320,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3060,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,941,1103,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3061,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,788,153,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3062,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1587,874,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3063,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1549,1696,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3064,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1224,1322,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3065,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,180,643,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3066,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,620,580,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3067,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1525,1148,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3068,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,1177,1680,Porit,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
3069,mcr_lter1_fringingreef_pole2-3_qu8_20080415.jpg,,,,,,,,,,,,,,,,,,498,534,CCA,Imported,2023-05-01 22:47:22+00:00,,,,,,,,,,
