,Name,Date,Aux1,Aux2,Aux3,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
2400,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1684,940,Porit,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2401,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1408,775,Porit,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2402,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,242,1024,Porit,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2403,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1107,1042,Turf,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2404,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1471,280,Turf,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2405,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1817,807,Turf,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2406,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1604,404,Porit,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2407,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1125,617,Turf,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2408,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1693,488,CCA,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2409,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,391,763,Turf,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2410,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,1126,267,Porit,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
2411,mcr_lter1_fringingreef_pole2-3_qu5_20080415.jpg,,,,,,,,,,,,,,,,,,803,764,Turf,Imported,2023-05-01 22:47:16+00:00,,,,,,,,,,
