,Name,Date,Aux1,Aux2,Aux3,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
1200,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,329,830,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1201,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,845,1232,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1202,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1699,183,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1203,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1705,461,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1204,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1230,1246,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1205,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1052,515,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1206,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,568,496,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1207,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1826,1252,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1208,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1391,1606,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1209,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,601,461,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1210,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,517,509,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1211,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1752,765,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1212,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1755,1627,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1213,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,874,305,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1214,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1735,1790,Turf,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1215,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1610,317,CCA,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1216,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,1317,1578,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1217,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,431,1141,Porit,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
1218,mcr_lter1_fringingreef_pole1-2_qu7_20080415.jpg,,,,,,,,,,,,,,,,,,162,547,Sand,Imported,2023-05-01 22:47:02+00:00,,,,,,,,,,
