Name,Date,Aux1,Aux2,Aux3,Aux4,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,671,217,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1252,971,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,548,1054,Macro,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1084,211,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,192,1011,Macro,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1349,1761,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,898,776,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1113,88,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1865,450,Off,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1262,359,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,447,667,Porit,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1714,1447,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,709,290,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,664,851,Porit,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,919,821,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1360,1277,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1466,92,Macro,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,454,569,Porit,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1643,995,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,346,762,Porit,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1655,1589,Porit,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,589,175,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1471,1640,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,495,828,Porit,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1520,381,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,881,1129,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1534,1578,CCA,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1267,593,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1700,618,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1139,765,Sand,Imported,2022-09-13 08:34:32+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1405,248,CCA,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1729,1513,CCA,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1123,1543,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1506,1103,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,671,1611,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,817,993,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,569,334,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,840,922,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,648,882,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,465,1140,Macro,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1790,339,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1373,1208,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,770,468,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1734,288,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,932,1129,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1305,1117,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1433,979,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,279,591,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,342,1770,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,212,802,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1355,1752,CCA,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,234,154,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,913,1775,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,420,538,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,759,865,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,766,1042,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,555,1407,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1693,590,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1766,1248,CCA,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,765,493,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1440,1723,CCA,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1390,333,CCA,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1024,884,Sand,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1373,1531,CCA,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
mcr_lter1_fringingreef_pole1-2_qu1_20080415.jpg,,,,,,,,,,,,,,,,,,1690,1552,Porit,Imported,2022-09-13 08:34:33+00:00,,,,,,,,,,
